code	name
65929	MOMETASONE 0.1 % LOTION
14495	SODIUM PHOSPHATES 19 GRAM-7 GRAM/118 ML ENEMA
39382	PIOGLITAZONE-METFORMIN 15 MG-850 MG TAB
15014	METHYLDOPA 500 MG TABLET
1645	OXYBUTYNIN CHLORIDE ER 15 MG 24 HR TAB
37522	PRAMOXINE 1 %-MINERAL OIL 46.6 %-ZINC 12.5 % RECTAL OINTMENT
50401	GRANULEX TOP
65296	LEVEMIR SUBQ
15848	SIMETHICONE 125 MG CHEWABLE TAB
51977	ISOSORBIDE DINITRATE ORAL
27956	PROPRANOLOL ER 80 MG 24 HR CAP
59406	REMICADE IV
73431	SITAGLIPTIN 25 MG TABLET
2960	DIPHENHYDRAMINE 50 MG TAB
38368	INSULIN NPH-REGULAR HUMAN INSULIN 100 UNIT/ML (70-30) SUBCUTANEOUS PEN
45531	CLONIDINE (BULK) MISC
400073	OCTREOTIDE IV INFUSION ADULT
44105	CALCIUM & MAGNESIUM CARBONATES ORAL
28387	COENZYME Q10 75 MG CAPSULE
19278	TERAZOSIN 10 MG CAPSULE
43009	BAYER ASPIRIN ORAL
72194	VARENICLINE 0.5 MG (11)-1 MG (42) TABLETS IN A DOSE PACK
104213	LINACLOTIDE 290 MCG CAPSULE
84588	FENOFIBRIC ACID (CHOLINE) 45 MG CAPSULE,DELAYED RELEASE
7874	AMITRIPTYLINE 50 MG TABLET
90815	XARELTO ORAL
106450	LACTOBACILLUS COMBINATION NO.4 3 BILLION CELL CAPSULE
15829	SODIUM DI- AND MONOPHOSPHATE-K PHOSPHATE MONO 250 MG TABLET
50802	HEXAVITAMIN ORAL
7237	LEVOFLOXACIN 250 MG TABLET
104995	LUTEIN 40 MG CAPSULE
19158	COLESTIPOL 1 GRAM TABLET
14455	FENTANYL (PF) 50 MCG/ML INJECTION
9307	LORATADINE-PSEUDOEPHEDRINE ER 10 MG-240 MG TABLET,EXTENDED RELEASE24HR
75992	PEG 3350-ELECTROLYTES 236 G-22.74 G-6.74 G-5.86 G ORAL SOLUTION
55468	NEPHRO-VITE ORAL
75450	CALCIUM CARBONATE 500 MG (1,250 MG)-VITAMIN D3 400 UNIT TABLET
64466	XANAX ORAL
3392	AMITRIPTYLINE 75 MG TABLET
64747	ZINC ORAL
64121	VITAMIN B-6 ORAL
83970	DARUNAVIR 400 MG TABLET
28227	ACYCLOVIR 5 % TOPICAL CREAM
6174	HYDROXYZINE PAMOATE 50 MG CAPSULE
52698	LATANOPROST OPHT
1450	MIGLITOL 50 MG TABLET
19986	ATOVAQUONE 750 MG/5 ML ORAL SUSP
25779	CYANOCOBALAMIN (VITAMIN B-12) 1,000 MCG/ML SYRINGE
63649	VANCOMYCIN (BULK) MISC
63800	VERAPAMIL ORAL
81655	NUT.TX IMPAIRED RENAL FUNCTION, SOY 0.08 GRAM-1.80 KCAL/ML ORAL LIQUID
75969	CYCLOBENZAPRINE ER 15 MG CAPSULE,EXTENDED RELEASE 24 HR
28371	ALPRAZOLAM ER 1 MG TABLET,EXTENDED RELEASE 24 HR
12157	METHYLPREDNISOLONE 8 MG TAB
86630	LIPASE-PROTEASE-AMYLASE 24,000-76,000-120,000 UNIT CAPSULE,DELAYED REL
87242	OSMOLITE 1.2 CAL ORAL
104853	VICTOZA 2-PAK SUBQ
10262	PRIMIDONE 250 MG TABLET
29803	CALCIUM CARB-VIT C-D2-E-MIN 600 MG (1,500 MG)-200 UNIT TABLET
20356	METHADONE 5 MG/5 ML ORAL SOLN
2426	VERAPAMIL 40 MG TABLET
14916	PHENOBARBITAL 30 MG TABLET
9934	SODIUM CHLORIDE 5 % EYE OINTMENT
58475	PREVACID ORAL
44600	CATAPRES ORAL
94542	MOMETASONE-FORMOTEROL HFA 100 MCG-5 MCG/ACTUATION AEROSOL INHALER
46281	CROMOLYN OPHT
6395	ETANERCEPT 25 MG SUB-Q KIT
12511	CHLORPROMAZINE 25 MG TAB
64348	WELCHOL ORAL
17378	NASONEX 50 MCG/ACTUATION SPRAY
13202	MISOPROSTOL 200 MCG TABLET
5813	BENAZEPRIL-HYDROCHLOROTHIAZIDE 20 MG-25 MG TABLET
19643	ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TAB
27472	BUPRENORPHINE 8 MG-NALOXONE 2 MG SUBLINGUAL TABLET
12126	ROPINIROLE 2 MG TABLET
43192	BENYLIN ADULT FORMULA ORAL
50256	GLUCOTROL ORAL
11704	ETHAMBUTOL 400 MG TABLET
20550	HALOPERIDOL 2 MG/ML ORAL CONCENTRATE
91493	IBUPROFEN 800 MG-FAMOTIDINE 26.6 MG TABLET
85531	MILNACIPRAN 100 MG TABLET
11912	BETHANECHOL CHLORIDE 5 MG TABLET
24270	MIDODRINE 10 MG TABLET
106824	INVOKANA ORAL
41686	AMIODARONE IV
4509	SPIRONOLACTONE 25 MG-HYDROCHLOROTHIAZIDE 25 MG TABLET
19873	CHLORPHENIRAMINE-ACETAMINOPHEN 2 MG-325 MG TAB
86560	VANCOMYCIN 750 MG IV SOLUTION
35303	MAGNESIUM ER 84 MG TAB
19105	LAMIVUDINE 150 MG TABLET
37532	FAMOTIDINE-CA CARB-MAG HYDROX 10 MG-800 MG-165 MG CHEWABLE TABLET
43658	BOOST PLUS ORAL
7722	MINOXIDIL 2.5 MG TABLET
49413	FLOVENT HFA INHL
81506	GLYBURIDE-METFORMIN ORAL
5479	IPRATROPIUM BROMIDE 18 MCG/ACTUATION AEROSOL INHALER
400359	PIPERACILLIN-TAZOBACTAM 3.375 G IVPB
14965	OXYBUTYNIN CHLORIDE ER 5 MG TABLET,EXTENDED RELEASE 24 HR
28529	MORPHINE (PF) 2 MG/ML INJECTION
16759	PYRIDOXINE 100 MG TABLET
2535	ACITRETIN 10 MG CAP
5041	DOXYCYCLINE HYCLATE 50 MG CAPSULE
5548	OCTREOTIDE ACETATE 20 MG IM KIT
109144	TOCILIZUMAB 162 MG/0.9 ML SUBCUTANEOUS SYRINGE
49680	FOSINOPRIL ORAL
48108	EFFEXOR XR ORAL
15813	TERAZOSIN 2 MG TABLET
60987	SPECTAZOLE TOP
55754	NITROQUICK SL
16613	CEFTAZIDIME 2 GRAM IV SOLUTION
51975	ISORDIL ORAL
47613	DOMPERIDONE (BULK) MISC
45530	CLONAZEPAM ORAL
7098	VALPROIC ACID 250 MG CAPSULE
81086	FERROUS FUMARATE 325 MG (106 MG IRON) TABLET
14293	NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM
27457	ELETRIPTAN HBR 20 MG TABLET
400551	DAPTOMYCIN IVPB
76695	PRENATAL VIT WITHOUT CALCIUM-IRON GLUC-FOLIC ACID 30 MG-800 MCG TAB
51635	INSULIN REGULAR HUMAN SUBQ
11240	FLUPHENAZINE DECANOATE 25 MG/ML INJECTION SOLUTION
23940	INSULIN ADMIN SUPPL. W/LANCETS
84610	MULTIVIT-IRON-MIN-FOLIC ACID 18 MG-0.4 MG TABLET
14702	MAGNESIUM OXIDE 500 MG TABLET
84523	FERROUS SULFATE 15 MG IRON (75 MG)/ML ORAL DROPS
85415	TRAMADOL ER 300 MG TABLET,EXTENDED RELEASE 24HR MPHASE
111027	LEVEMIR FLEXTOUCH 100 UNIT/ML (3 ML) SUBCUTANEOUS INSULIN PEN
3177	LEVALBUTEROL 0.63 MG/3 ML SOLUTION FOR NEBULIZATION
53380	LYRICA ORAL
63847	VIAGRA ORAL
74559	CLOBETASOL-EMOLLIENT 0.05 % TOPICAL FOAM
31164	CALCIUM CARBONATE-VIT A&D TABLET
5775	ACARBOSE 50 MG TABLET
9524	TERAZOSIN 10 MG TABLET
74396	MULTI-VITAMINS-MINERALS-CA-IRON-AMINO ACIDS 4.5 MG-200 MCG CAP
94939	DULERA INHL
78171	VYTORIN 10-20 ORAL
95862	LUMIGAN 0.01 % EYE DROPS
41177	ALCONOX (BULK) MISC
72130	SOLODYN ORAL
8323	THEOPHYLLINE ER 300 MG TABLET,EXTENDED RELEASE,12 HR
2164	HALOPERIDOL 5 MG TAB
56399	OPIUM TINCTURE ORAL
864	FLUOXETINE 20 MG/5 ML ORAL SOLUTION
5149	DESOGESTREL-ETHINYL ESTRADIOL 0.15 MG-0.02 MG(21)/0.01 MG(5) TABLET
54761	MUCINEX D ORAL
4721	DEMECLOCYCLINE 150 MG TABLET
72716	ADALIMUMAB 40 MG/0.8 ML SUBCUTANEOUS PEN KIT
78111	THERAGRAN-M ADVANCED 50 PLUS ORAL
4000	MYCOPHENOLATE MOFETIL 250 MG CAPSULE
96342	PRENATAL VITAMIN 1+1 ORAL
3528	FLUCONAZOLE 150 MG TABLET
14566	PRAMIPEXOLE 0.125 MG TABLET
4774	DEXTROAMPHETAMINE-AMPHETAMINE 10 MG TABLET
83870	PNV,CA,NO.37-IRON-FA-OMEGA 3 27 MG-1 MG-330 MG CAPSULE
81611	CERTOLIZUMAB PEGOL 400 MG (200 MG X 2) SUB-Q KIT
39643	CALCIUM CARBONATE 500 MG(1,250 MG)-VITAMIN D3 400 UNIT CHEWABLE TABLET
20620	CALCIPOTRIENE 0.005 % TOPICAL OINTMENT
48059	ECOTRIN LOW STRENGTH ORAL
37131	URSODIOL 500 MG TABLET
64112	VITAMIN B&C ORAL
61304	STROVITE PLUS ORAL
25667	INSULIN NEEDLES (DISPOSABLE) 31
66177	CEPHALEXIN 750 MG CAPSULE
80370	OXYCODONE ER 60 MG TABLET,EXTENDED RELEASE,12 HR
7667	SILDENAFIL 25 MG TABLET
51092	HYDROCODONE COMPOUND ORAL
83571	ALVESCO INHL
17363	SAW PALMETTO 500 MG CAPSULE
14510	MISOPROSTOL 100 MCG TABLET
84816	TRILIPIX ORAL
3520	HYDROGEN PEROXIDE 3 % SOLN
58152	POTASSIUM ORAL
19412	DOCUSATE SODIUM 60 MG/15 ML SYRUP
16317	DESONIDE 0.05 % LOTION
53314	LUNESTA ORAL
7495	MECLIZINE 25 MG CAPSULE
2281	QUETIAPINE 300 MG TABLET
57384	PEPTO-BISMOL ORAL
16644	FLUVOXAMINE 50 MG TABLET
400044	METHYLPREDNISOLONE IVPB
43475	BIOTIN ORAL
4592	SUMATRIPTAN 25 MG TABLET
58439	PRESERVISION ORAL
79813	APAP ORAL
45469	CLINDAMYCIN HCL ORAL
54493	MIRALAX ORAL
26145	NOVOLOG MIX 70-30 FLEXPEN 100 UNIT/ML SUBCUTANEOUS PEN
74140	ZOFRAN INJ
4521	DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML ORAL LIQUID
9197	NATEGLINIDE 60 MG TAB
1885	PERPHENAZINE 2 MG TAB
31800	AMLODIPINE 10 MG-ATORVASTATIN 10 MG TABLET
9120	DRONABINOL 2.5 MG CAP
55964	NOVOLOG MIX 70-30 FLEXPEN SUBQ
94458	LIPASE-PROTEASE-AMYLASE 4,200-10,000-17,500 UNIT CAPSULE,DELAYED REL
12253	AMPICILLIN-SULBACTAM 1.5 GRAM IV SOLUTION
83589	CALCIUM WITH VITAMIN D ORAL
19233	ISOSORBIDE DINITRATE 5 MG TABLET
9717	TERBINAFINE 250 MG TABLET
72784	DARBEPOETIN ALFA 25 MCG/0.42 ML IN POLYSORBATE INJECTION SYRINGE
99079	NIACIN (INOSITOL NIACINATE) ORAL
31617	ZINC PICOLINATE 60 MG TABLET
106201	MY WAY 1.5 MG TABLET
24267	ETONOGESTREL-ETHINYL ESTRADIOL 0.12 MG -0.015 MG/24 HR VAGINAL RING
2344	DEXTROAMPHETAMINE ER 15 MG CAP
85581	ROPINIROLE ER 6 MG TABLET,EXTENDED RELEASE 24 HR
25792	SODIUM HYALURONATE 10 MG/ML INTRA-ARTICULAR SYRINGE
24823	VITAMIN A PALMITATE 10,000 UNIT CAPSULE
75971	LISDEXAMFETAMINE 30 MG CAP
60900	SONATA ORAL
20003	OXYCODONE-ACETAMINOPHEN 10 MG-650 MG TAB
77718	EXELON TD
88427	CALCIUM CITRATE-VITAMIN D3 500 MG CALCIUM-400 UNIT CHEWABLE TAB
47062	DEXTROMETHORPHAN HBR ORAL
12936	FERROUS FUMARATE-FOLIC ACID 324 MG (106 MG IRON)-1 MG TABLET
56603	ORTHO-NOVUM 7/7/7 (21) ORAL
36461	EZETIMIBE-SIMVASTATIN 10 MG-20 MG TAB
107765	MINASTRIN 24 FE ORAL
3583	NITROGLYCERIN ER 2.5 MG CAPSULE,EXTENDED RELEASE
12921	HALOBETASOL PROPIONATE 0.05 % OINTMENT
48061	ECOTRIN ORAL
14008	HYDROCORTISONE 20 MG TABLET
73508	ADVAIR HFA INHL
2106	CYANOCOBALAMIN (VIT B-12) 2,500 MCG SUBLINGUAL TABLET
85078	SILODOSIN 4 MG CAP
3052	CEFPODOXIME 200 MG TABLET
2120	NIACIN ER 1,000 MG 24 HR TAB
27985	PEGVISOMANT 20 MG SUBCUTANEOUS SOLUTION
16192	OXYCODONE ER 80 MG TABLET,EXTENDED RELEASE,12 HR
65759	MICROGESTIN 1/20 (21) ORAL
72447	OXYMORPHONE 5 MG TAB
9438	ALENDRONATE 35 MG TAB
38797	SILDENAFIL 20 MG TABLET
111077	ENTYVIO IV
8177	INSULIN REGULAR HUMAN U-500"CONCENTRATE" 500 UNIT/ML SUBCUTANEOUS SOLN
29493	CHOLESTYRAMINE-ASPARTAME 4 GRAM POWDER FOR SUSP IN A PACKET
4526	PYRIDOXINE 25 MG TABLET
87971	THYROID (PORK) 60 MG TAB
16090	CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID
83272	DIFLUPREDNATE 0.05 % EYE DROPS
64354	WELLBUTRIN XL ORAL
19476	PRAMIPEXOLE 1.5 MG TABLET
467	MEDROXYPROGESTERONE 10 MG TABLET
10518	CEFAZOLIN IN DEXTROSE (ISO-OSMOTIC) 1 GRAM/50 ML IV PIGGY BACK
39860	CALCIUM CITRATE MALATE-VITAMIN D3 250 MG-100 UNIT TABLET
90763	OSTEO BI-FLEX ORAL
48611	ESTRATEST ORAL
20134	DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DEXTROSE IV
75909	RECLAST IV
6253	PROMETHAZINE-CODEINE 6.25 MG-10 MG/5 ML SYRUP
51440	INDOMETHACIN ORAL
2698	CARBIDOPA ER 25 MG-LEVODOPA 100 MG TABLET,EXTENDED RELEASE
76032	ZINC OXIDE-ALOE VERA-VITAMIN E ACETATE 11.3% TOPICAL CREAM
74977	MORPHINE ER 200 MG CAPSULE,EXTENDED RELEASE PELLETS
18646	LIDOCAINE HCL 5 % TOPICAL OINTMENT
65295	LEVEMIR FLEXPEN SUBQ
83403	LEVETIRACETAM ER 500 MG TABLET,EXTENDED RELEASE 24 HR
4184	MEPERIDINE 50 MG TABLET
43151	BENADRILINA ORAL
47	AMANTADINE 50 MG/5 ML SYRUP
81323	FLUTICASONE PROPIONATE (BULK) MISC
99358	VIT B COMPLEX-C-FA-IRON FUM-VIT E 500 MG-400 MCG-18 MG IRON TABLET
14291	DIPYRIDAMOLE 25 MG TABLET
45627	COD LIVER OIL ORAL
58316	PREMARIN ORAL
83676	GLUCOSAMINE-CHONDROITIN 3X ORAL
20164	ARTIFICIAL TEARS 1.4 % EYE DROPS
23882	RISEDRONATE 35 MG TABLET
28214	MINOCYCLINE 50 MG TAB
40319	SUNITINIB 50 MG CAP
64086	VITAMIN A ORAL
52827	LEVETIRACETAM ORAL
36540	TRUVADA 200 MG-300 MG TABLET
111983	AFLURIA 2014-2015(PF) 45 MCG (15 MCG X 3)/0.5 ML INTRAMUSCULAR SYRINGE
87227	NUCYNTA ORAL
16800	METHADONE 10 MG/ML ORAL CONCENTRATE
36454	DOXERCALCIFEROL 0.5 MCG CAP
87000	ADCIRCA ORAL
18272	PERCOCET 5 MG-325 MG TABLET
48287	ENALAPRILAT IV
49876	GAS-X EXTRA STRENGTH ORAL
96594	PNV81-SOD FERDT&PS 27 MG-FA 1 MG-OMEGA3 430 MG TABLET&CAPSULE,DEL.REL.
19145	NAPHAZOLINE-PHENIRAMINE 0.025 %-0.3 % EYE DROPS
11914	HYOSCYAMINE 0.125 MG DISINTEGRATING TABLET
81008	INFUSION SET FOR INSULIN PUMP
42536	AUGMENTIN XR ORAL
15876	MORPHINE 30 MG CAPSULE
12589	LEUPROLIDE (3 MONTH) 22.5 MG IM SYRINGE KIT
3790	HYDROCODONE-ACETAMINOPHEN 5 MG-500 MG CAPSULE
53238	LOSARTAN-HYDROCHLOROTHIAZIDE ORAL
9862	POTASSIUM 99 MG TABLET
17948	DIPHENHYDRAMINE-ACETAMINOPHEN 25 MG-500 MG TABLET
41693	AMITRIPTYLINE ORAL
11887	HYDROCORTISONE 1 % TOPICAL CREAM
105280	MEGACE ORAL
92942	RANITIDINE 15 MG/ML ORAL SUSPENSION
51602	INSULIN BEEF INJ
11684	PHENAZOPYRIDINE 100 MG TABLET
19468	OLANZAPINE 20 MG TABLET
7546	METHOTREXATE SODIUM 25 MG/ML INJECTION
600174	GCO#91-208(0015) RESERVATROL/PLACEBO 500 MG CAPSULE
3556	RIBOFLAVIN 100 MG TABLET
17148	VITAMIN B-6 50 MG TABLET
45683	COLCHICINE ORAL
51823	IRON CHEWS ORAL
6398	GLYBURIDE-METFORMIN 1.25 MG-250 MG TAB
44104	CALCITRIOL ORAL
16313	MAGNESIUM 250 MG TABLET
13640	AMOXAPINE 100 MG TABLET
58847	PROTONIX IV
8391	CYCLOSPORINE 25 MG CAP
72968	PROAIR HFA INHL
58299	PREDNISONE MISC
18300	KETOCONAZOLE 2 % TOPICAL CREAM
43031	BCPLX-CHOLIN-NIACNMD-INOSIT-B5 ORAL
86663	BUPROPION HBR ER 174 MG TABLET,EXTENDED RELEASE 24 HR
81873	FERRALET 90 ORAL
61060	SPRINTEC (28) ORAL
55208	NASONEX NASL
63204	TYLENOL-CODEINE #3 ORAL
84921	TURMERIC (BULK) 95 % POWDER
7520	DOXEPIN 10 MG CAPSULE
6610	LOTEPREDNOL ETABONATE 0.2 % EYE DROPS,SUSPENSION
19301	MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCULAR SUSPENSION
23915	HYDROMORPHONE 2 MG/ML INJECTION SYRINGE
1626	KETOPROFEN ER 200 MG 24 HR CAP
44203	CALCIUM PLUS VITAMIN D-IRON ORAL
6373	LEVONORGESTREL-ETHINYL ESTRADIOL 0.15 MG-30 MCG TABLET
10645	FENTANYL 100 MCG/HR TRANSDERM PATCH
40334	HYDROCODONE 5 MG-ACETAMINOPHEN 300 MG TABLET
3344	CANDESARTAN 4 MG TAB
18306	ROPINIROLE 5 MG TABLET
111980	FLU VACCINE TS 2014-15(5 YR+)(PF) 45 MCG (15 MCG X3)/0.5 ML IM SYRINGE
58513	PRILOSEC OTC ORAL
88448	ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SOLUTION
61822	SYSTANE OPHT
99789	SITAGLIPTIN-METFORMIN ER 50 MG-500 MG TABLET,EXTENDED RELEASE 24H MP
58343	PREMPRO ORAL
28525	MORPHINE (PF) 10 MG/ML INJECTION
14691	DICLOFENAC POTASSIUM 50 MG TABLET
21456	PAROXETINE ER 12.5 MG TABLET,EXTENDED RELEASE 24 HR
7256	NIZATIDINE 300 MG CAP
3051	PHENOBARBITAL 20 MG/5 ML ORAL ELIXIR
64351	WELLBID-D ORAL
85861	DIGOXIN (BULK) MISC
11395	SYNTHROID 25 MCG TABLET
94225	LACTULOSE 20 GRAM/30 ML ORAL SOLN
48952	FAMOTIDINE ORAL
28975	PREVACID SOLUTAB 30 MG DELAYED RELEASE,DISINTEGRATING TABLET
10685	LEVOTHYROXINE 200 MCG INTRAVENOUS SOLUTION
56279	OMEGA-3 FISH OIL ORAL
58574	PRO-STAT 101 ORAL
78837	OMEGA 3-6-9 ORAL
73811	ATAZANAVIR 300 MG CAP
6620	ALUMINUM HYDROXIDE OINTMENT
11530	MICONAZOLE NITRATE 2 % TOPICAL OINTMENT
5737	GALANTAMINE 4 MG TAB
59709	ROBAXIN ORAL
14788	TRAZODONE 300 MG TAB
6404	PENICILLIN V POTASSIUM 500 MG TABLET
61235	STOOL SOFTENER ORAL
53044	LIPOFLAVONOID ORAL
51802	IPRATROPIUM BROMIDE NASL
60713	SODIUM BICARBONATE ORAL
87635	CHOLECALCIFEROL (VITAMIN D3) 3,000 UNIT TAB
11670	ASCORBIC ACID 250 MG TABLET
85824	CITRACAL + D MAXIMUM ORAL
60294	SERTRALINE ORAL
57146	PAXIL ORAL
63961	VISTARIL ORAL
1017	ALENDRONATE 10 MG TABLET
14844	ASCORBIC ACID ER 500 MG CAPSULE,EXTENDED RELEASE
20752	NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAMETH 0.1 % EYE OINT
49062	FENOFIBRATE ORAL
47696	DOXYCYCLINE MONOHYDRATE ORAL
79005	ALBUMIN-ZLB 25 % IV
105813	MESALAMINE 400 MG CAPSULE,DELAYED RELEASE
26131	NORGESTIMATE 0.18 MG/0.215 MG/0.25 MG-ETHINYL ESTRAD. 25 MCG(28)TABLET
17869	RUTIN 500 MG TABLET
59174	QUINAPRIL ORAL
2509	ETODOLAC 300 MG CAPSULE
20193	GARLIC TABLET
84848	ARMODAFINIL 250 MG TABLET
44283	CALTRATE 600 ORAL
9872	LANCETS
72491	LENALIDOMIDE 25 MG CAPSULE
3624	AMPICILLIN 500 MG CAP
5658	ANUCORT-HC 25 MG SUPPOSITORY
79025	AZOR ORAL
88449	ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION
45380	CLARITIN-D 12 HOUR ORAL
14672	PED MULTIVITAMIN-FL-IRON 0.25 MG-10 MG/ML ORAL DROPS
17470	BROMOCRIPTINE 2.5 MG TAB
29851	BLUE-GREEN ALGAE (SPIRULINA) 500 MG CAPSULE
1558	CANDESARTAN-HYDROCHLOROTHIAZIDE 32 MG-12.5 MG TABLET
31796	AMLODIPINE-ATORVASTATIN 5 MG-10 MG TAB
81598	OLOPATADINE 0.6 % NASAL SPRAY
88872	PRENATAL WITH CALCIUM#63-IRON-FA-B6 20 MG IRON-1 MG/25 MG TABLETS
64706	ZETIA ORAL
42483	ATROVENT NASL
50219	GLUCOSAMINE COMPLEX ORAL
39165	OPIUM TINCTURE 10 MG/ML (MORPHINE) ORAL
55966	NOVOLOG SUBQ
13223	DIPHENHYDRAMINE 12.5 MG/5 ML ELIXIR
10118	ZIPRASIDONE 20 MG CAPSULE
7856	DIOVAN 320 MG TABLET
96562	SAXAGLIPTIN 5 MG-METFORMIN ER 1,000 MG TABLET,EXTEND RELEASE 24HR MP
63196	TYLENOL PM ORAL
57864	PLENDIL ORAL
2939	GOSERELIN 3.6 MG SUBQ IMPLANT
54763	MUCINEX ORAL
63564	URSODIOL ORAL
11862	DESLORATADINE 5 MG TAB
10741	CHLORDIAZEPOXIDE 25 MG CAPSULE
54016	MERCAPTOPURINE ORAL
12274	METHYLPREDNISOLONE ACETATE 40 MG/ML SUSPENSION FOR INJECTION
12222	HYDROCODONE-ACETAMINOPHEN 10 MG-660 MG TABLET
53329	LUTEIN ORAL
24552	FUROSEMIDE 10 MG/ML SYRINGE
73863	FERROUS GLUCONATE 324 MG (38 MG IRON) TAB
41423	ALPHAGAN P OPHT
5940	COENZYME Q10 10 MG CAPSULE
98907	VILAZODONE 20 MG TABLET
9971	PROGESTERONE 50 MG/ML IM OIL
30119	WHITE PETROLATUM 41 % TOPICAL OINTMENT
42163	ARMOUR THYROID ORAL
88018	ALISKIREN-VALSARTAN 300 MG-320 MG TAB
10721	TAZAROTENE 0.1 % TOPICAL GEL
1239	OXCARBAZEPINE 150 MG TABLET
17351	SELENIUM SULFIDE 2.5 % TOPICAL SUSPENSION
20864	ZINC 10 MG TAB
12695	MEROPENEM 500 MG INTRAVENOUS SOLUTION
14552	LANSOPRAZOLE 15 MG CAP, DELAYED RELEASE
96982	LORATADINE 10 MG CAPSULE
99773	MORPHINE (PF) 4 MG/ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS SYRINGE
65533	LOESTRIN 24 FE ORAL
104454	ICOSAPENT ETHYL 1 GRAM CAPSULE
54853	MULTIPLE VITAMINS ORAL
98198	NIACIN ER 1,000 MG TABLET,EXTENDED RELEASE
43146	BEN GAY TOP
83690	ISOSORBIDE (BULK) MISC
36554	ABACAVIR-LAMIVUDINE 600 MG-300 MG TABLET
50757	HEPARIN (PORCINE) MISC
10930	GENTAMICIN 0.3 % EYE DROPS
16814	ESTRADIOL 0.5 MG TABLET
59404	REMERON ORAL
53194	LOMOTIL ORAL
13962	FUROSEMIDE 40 MG/5 ML ORAL SOLUTION
53106	LITHIUM CITRATE ORAL
61360	SUDAFED ORAL
65115	ARTIFICIAL TEAR WITH LANOLIN EYE OINTMENT
14590	CHROMIUM PICOLINATE 200 MCG TABLET
38371	CALCIUM CITRATE-ERGOCALCIFEROL (VITAMIN D2) 250 MG-100 UNIT TAB
6897	TROPICAMIDE 1 % EYE DROPS
2166	CALCIUM CARBONATE 500 MG CAP
20095	CYCLOSPORINE 100 MG CAP
95083	JALYN ORAL
96743	KOMBIGLYZE XR ORAL
107895	FLUTICASONE 100 MCG-VILANTEROL 25 MCG/DOSE BREATH ACTIVATED INHALER
7734	FENOFIBRATE MICRONIZED 200 MG CAPSULE
25330	CICLOPIROX 0.77 % TOPICAL CREAM
4295	PROCHLORPERAZINE MALEATE 5 MG TABLET
42760	BABY ASPIRIN ORAL
75408	VITAMINS  A,C,E-ZINC-COPPER 14,320 UNIT-226 MG-200 UNIT CAPSULE
64693	ZEMPLAR IV
27729	DILTIAZEM ER 420 MG TABLET,EXTENDED RELEASE 24 HR
5511	SODIUM CHLORIDE 0.45 % INTRAVENOUS SOLUTION
400320	METHYLPREDNISOLONE IV SYRINGE 40 MG/ML STERILE DIL
39158	PREGABALIN 225 MG CAPSULE
38297	BROMFENAC 0.09 % EYE DROPS
107453	VIT A,C,E-MIN-HERBAL COMP#221 ORAL
62276	THEREMS-M ORAL
9812	FLAXSEED OIL 1,000 MG CAPSULE
4029	PRASTERONE (DHEA) 25 MG TABLET
87974	THYROID (PORK) 180 MG TABLET
84508	FAMOTIDINE 20 MG CHEWABLE TABLET
19509	TAMOXIFEN 20 MG TABLET
3132	AZITHROMYCIN 250 MG TABLET
9584	ERYTHROMYCIN 250 MG TABLET
64116	VITAMIN B-12 INJ
81263	BENEFIBER (GUAR GUM) ORAL
19027	SORBITOL 70 % SOLN
14246	VANCOMYCIN 250 MG/5 ML ORAL SOLUTION
6889	CODEINE 15 MG/5 ML ORAL SOLN
77839	LIBRAX (WITH CLIDINIUM) ORAL
93021	LEVOTHYROXINE 150 MCG CAP
80530	FREESTYLE FREEDOM LITE KIT
1843	NORETHINDRONE-ETHINYL ESTRADIOL-IRON 1.5 MG-30 MCG TAB
468	OCTREOTIDE ACETATE 500 MCG/ML INJECTION
54259	MICARDIS ORAL
18598	TRIFLUOPERAZINE 1 MG TAB
72551	EXCEDRIN PM ORAL
53205	LOPERAMIDE ORAL
12358	COD LIVER OIL ORAL
48316	ENEMA DISPOSABLE RECT
20361	ACIPHEX 20 MG TAB
34737	TRICHLORMETHIAZIDE (BULK) 100 % POWDER
84726	AZURETTE ORAL
21029	CALCIUM CARB-ERGOCALCIFEROL (VIT D2) 500 MG-375 UNIT TABLET
2499	CIPROFLOXACIN 750 MG TABLET
3243	LIDOCAINE 5 % TOPICAL CREAM
65680	RED YEAST RICE 600 MG CAPSULE
19782	GALANTAMINE 8 MG TAB
94661	OLMESARTAN-AMLODIPINE-HYDROCHLOROTHIAZIDE 40 MG-10 MG-12.5 MG TAB
26454	PEGINTERFERON ALFA-2A 180 MCG/ML SUB-Q
56740	OXYCODONE (BULK) MISC
400046	VASOPRESSIN INFUSION ADULT
